name,mac address,encryption,lat,lon
None,CE:9E:A2:60:6F:D6,WPA+AES-CCM WPA+PSK,32.493780,-92.123941
None,CE:AB:82:66:B0:DC,WPA+AES-CCM WPA+PSK,32.490443,-92.134778
None,CE:AB:82:AC:02:E6,WPA+AES-CCM WPA+PSK,32.486488,-92.160456
None,CE:AB:82:AC:21:F4,WPA+AES-CCM WPA+PSK,32.487270,-92.139881
None,CE:AB:82:AC:44:84,WPA+AES-CCM WPA+PSK,32.492222,-92.163315
None,CE:AB:82:C6:04:30,WPA+AES-CCM WPA+PSK,32.497275,-92.126604
None,CE:AB:82:C6:88:F7,WPA+AES-CCM WPA+PSK,,
None,CE:AB:82:CA:A3:8F,WPA+AES-CCM WPA+PSK,32.488505,-92.167483
ATT720,D0:39:B3:30:75:60,WPA+AES-CCM WPA+PSK WPA+TKIP,,
ATTPtFqkjA,D0:39:B3:33:17:C0,WPA+AES-CCM WPA+PSK,32.491876,-92.132505
None,D0:4D:2C:3F:96:67,WPA+AES-CCM WPA+PSK,32.491353,-92.133336
None,D2:93:5B:BC:97:81,WPA+AES-CCM WPA+PSK WPA+TKIP,32.499237,-92.129593
None,D2:93:5B:C6:82:31,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488422,-92.162178
xfinitywifi,D2:A0:0D:12:F8:94,None,32.488129,-92.160521
xfinitywifi,D2:A0:0D:13:0E:72,None,,
xfinitywifi,D2:A0:0D:1B:70:69,None,32.492660,-92.128018
xfinitywifi,D2:A0:0D:B3:9D:EA,None,32.488521,-92.168106
None,D2:DA:F9:22:1E:61,WPA+AES-CCM WPA+PSK WPA+TKIP,32.495190,-92.124809
ATT080,D4:04:CD:76:26:80,WPA+AES-CCM WPA+PSK WPA+TKIP,,
ATTUSYgSBA,D4:0A:A9:C6:87:F0,WPA+AES-CCM WPA+PSK,32.499695,-92.129985
Wifi,D4:5D:DF:2D:62:38,WPA+AES-CCM WPA+PSK,32.492803,-92.167645
Roly_Poly_Guest,D4:5D:DF:4E:2C:78,WPA+AES-CCM WPA+PSK WPA+TKIP,,
CBCI-4A04-2.4,D4:5D:DF:50:92:E8,WPA+AES-CCM WPA+PSK WPA+TKIP,,
Peewee61,D4:5D:DF:64:1B:08,WPA+AES-CCM WPA+PSK,32.495318,-92.179657
KimsYouNiqueBoutique,D4:5D:DF:79:DB:C8,WPA+AES-CCM WPA+PSK,,
JULIO84-24,D4:5D:DF:82:E0:58,WPA+AES-CCM WPA+PSK,32.489729,-92.168018
Angelsteve,D4:5D:DF:86:62:38,WPA+AES-CCM WPA+PSK,32.492033,-92.124864
BushFamily,D4:5D:DF:90:5D:18,WPA+AES-CCM WPA+PSK,32.488609,-92.144180
HomeM,D4:5D:DF:91:B8:68,WPA+AES-CCM WPA+PSK,32.488139,-92.161198
Alondra,D4:5D:DF:9B:58:C8,WPA+AES-CCM WPA+PSK,32.488465,-92.165215
Sharon 511,D4:5D:DF:9B:71:E8,WPA+AES-CCM WPA+PSK,32.493702,-92.177071
CBCI-5485-2.4,D4:5D:DF:AD:06:28,WPA+AES-CCM WPA+PSK WPA+TKIP,32.487123,-92.155644
CBCI-168C-2.4,D4:5D:DF:AD:25:A8,WPA+AES-CCM WPA+PSK WPA+TKIP,32.493097,-92.123438
CBCI-7099-2.4,D4:5D:DF:B7:95:50,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492974,-92.176036
CBCI-B941-2.4,D4:5D:DF:B8:CB:20,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488819,-92.144047
CBCI-4B23-2.4,D4:5D:DF:D4:BF:48,WPA+AES-CCM WPA+PSK WPA+TKIP,32.487075,-92.154595
Cheto8,D4:5D:DF:DE:7E:20,WPA+AES-CCM WPA+PSK,32.485002,-92.159670
TP-LINK_0358,D4:6E:0E:37:03:58,WPA+AES-CCM WPA+PSK,32.491560,-92.167358
S&H Family,D4:AB:82:65:A6:D2,WPA+AES-CCM WPA+PSK,32.491575,-92.132989
Shelton,D4:AB:82:66:B0:DC,WPA+AES-CCM WPA+PSK,32.490211,-92.135142
Lighthouse,D4:AB:82:AC:02:E6,WPA+AES-CCM WPA+PSK,32.486239,-92.160150
JasonMandy,D4:AB:82:AC:21:F4,WPA+AES-CCM WPA+PSK,32.486876,-92.140385
BOOK,D4:AB:82:AC:44:84,WPA+AES-CCM WPA+PSK,32.492236,-92.163321
GetYourOwn-2.4,D4:AB:82:AC:52:66,WPA+AES-CCM WPA+PSK,32.493889,-92.123665
Dthomas,D4:AB:82:AF:03:98,WPA+AES-CCM WPA+PSK,32.492148,-92.132075
The Deals,D4:AB:82:B5:F5:6D,WPA+AES-CCM WPA+PSK,32.485563,-92.158905
FBIVan #2,D4:AB:82:C2:CE:B9,WPA+AES-CCM WPA+PSK,32.488468,-92.165428
Jackies,D4:AB:82:C6:04:30,WPA+AES-CCM WPA+PSK,32.497042,-92.126420
Catnmichael,D4:AB:82:C6:88:F7,WPA+AES-CCM WPA+PSK,,
Kiamine,D4:AB:82:CA:A3:8F,WPA+AES-CCM WPA+PSK,32.488533,-92.168137
ATT8zIj5Gr,D4:B2:7A:50:74:39,WPA+AES-CCM WPA+PSK,32.492512,-92.128807
ATT8mgr23R,D4:B2:7A:5C:1F:B5,WPA+AES-CCM WPA+PSK,32.491676,-92.125861
ATT4I9ugD3,D4:B2:7A:E3:53:F9,WPA+AES-CCM WPA+PSK,,
None,D6:7C:D1:26:93:08,WPA+AES-CCM WPA+TKIP,32.500517,-92.130634
None,D6:7C:D1:29:C6:58,WPA+AES-CCM WPA+TKIP,32.488442,-92.162992
None,D6:7C:D1:9D:AE:38,WPA+AES-CCM WPA+TKIP,32.492210,-92.131973
None,D6:AB:82:65:A6:D2,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491410,-92.133247
None,D6:AB:82:66:B0:DC,WPA+AES-CCM,32.490370,-92.134892
None,D6:AB:82:AC:02:E6,WPA+AES-CCM,32.486116,-92.160407
None,D6:AB:82:AC:21:F4,WPA+AES-CCM,32.487302,-92.139808
None,D6:AB:82:AC:44:84,WPA+AES-CCM,32.492320,-92.163311
None,D6:AB:82:C6:04:30,WPA+AES-CCM,32.497048,-92.126419
None,D6:AB:82:CA:A3:8F,WPA+AES-CCM,32.488538,-92.167408
HOME-B446-2.4,D8:97:BA:59:B5:90,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488436,-92.162821
CBCI-3449-2.4,D8:97:BA:7E:48:50,WPA+AES-CCM WPA+PSK WPA+TKIP,32.498223,-92.127347
TwinCity,D8:97:BA:7E:48:D8,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491927,-92.166929
FEEDSTORE,D8:97:BA:7E:70:90,WPA+AES-CCM WPA+PSK WPA+TKIP,32.487104,-92.154282
HOME-9D14,D8:97:BA:7E:73:58,WPA+AES-CCM WPA+PSK WPA+TKIP,32.495392,-92.180412
CBCI-FDB7-2.4,D8:97:BA:7E:A2:20,WPA+AES-CCM WPA+PSK WPA+TKIP,32.493100,-92.130151
HP-Print-CA-Photosmart 5520,D8:9D:67:C3:75:CA,WPA+AES-CCM WPA+PSK,32.495272,-92.179173
JVICwireless,D8:B1:90:2E:C5:31,WEP,32.492596,-92.163269
Employee_Mobile,D8:B1:90:2E:C5:33,WPA+AES-CCM WPA+TKIP,32.492596,-92.163269
ZGpartner,D8:B1:90:2E:C5:34,WPA+AES-CCM WPA+TKIP,32.492596,-92.163269
None,DA:31:34:45:4C:56,WPA+AES-CCM WPA+PSK,32.492062,-92.163464
None,DA:31:34:45:53:1A,WPA+AES-CCM WPA+PSK,32.492156,-92.163368
None,DA:31:34:4C:25:49,WPA+AES-CCM WPA+PSK,32.488462,-92.164888
None,DA:31:34:4C:9E:E4,WPA+AES-CCM WPA+PSK,32.490946,-92.133978
None,DA:31:34:57:6E:19,WPA+AES-CCM WPA+PSK,32.492912,-92.163239
None,DA:31:34:67:40:69,WPA+AES-CCM WPA+PSK,32.496689,-92.126152
None,DA:31:34:7F:E6:3D,WPA+AES-CCM WPA+PSK,32.487118,-92.157356
None,DA:31:34:81:9D:9D,WPA+AES-CCM WPA+PSK,,
DIRECT-roku-927-7ED6C5,DA:31:34:83:9C:7E,WPA+AES-CCM WPA+PSK,32.486638,-92.148436
DIRECT-roku-046-8B4EFC,DA:31:34:A2:E4:73,WPA+AES-CCM WPA+PSK,32.493071,-92.123284
None,DA:31:34:C7:42:7C,WPA+AES-CCM WPA+PSK,32.488463,-92.164730
None,DA:31:34:CD:B9:37,WPA+AES-CCM WPA+PSK,32.485148,-92.161391
None,DA:31:34:CE:8E:98,WPA+AES-CCM WPA+PSK,32.493420,-92.130127
None,DA:31:34:E3:F5:C4,WPA+AES-CCM WPA+PSK,32.491447,-92.168682
None,DA:5D:DF:64:1B:08,WPA+AES-CCM WPA+PSK WPA+TKIP,32.495114,-92.179013
None,DA:5D:DF:9B:71:E8,WPA+AES-CCM WPA+PSK WPA+TKIP,32.493448,-92.176773
DIRECT-c7-HP M130f LaserJet,DA:9C:67:9B:AB:C7,WPA+AES-CCM WPA+PSK,32.485138,-92.159201
None,DA:AB:82:CA:A3:8F,WPA+AES-CCM WPA+PSK,32.488568,-92.167615
DIRECT-6A-HP ENVY 4520 series,DC:4A:3E:33:D6:6B,WPA+AES-CCM WPA+PSK,,
ATT9Twh5B2,DC:7F:A4:4B:09:61,WPA+AES-CCM WPA+PSK,32.491113,-92.133716
Domnique38,DC:7F:A4:9B:00:16,WPA+AES-CCM WPA+PSK,32.492480,-92.127098
KingsCastle,DC:EB:69:38:8A:87,WPA+AES-CCM WPA+PSK,32.488932,-92.167962
None,DC:EB:69:38:8A:88,WPA+AES-CCM WPA+PSK,32.489032,-92.167918
xfinitywifi,DC:EB:69:38:8A:89,None,32.488886,-92.167869
None,DC:EB:69:38:8A:8A,WPA+AES-CCM WPA+PSK,32.488712,-92.167761
None,DC:EB:69:38:8A:8C,WPA+AES-CCM,32.489069,-92.167889
BeccaAndJake,DC:EB:69:8D:35:75,WPA+AES-CCM WPA+PSK,32.484978,-92.161095
None,DC:EB:69:8D:35:76,WPA+AES-CCM WPA+PSK,32.485074,-92.160932
xfinitywifi,DC:EB:69:8D:35:77,None,32.484989,-92.160240
None,DC:EB:69:8D:35:7A,WPA+AES-CCM,32.485074,-92.160932
HOME-CC70-2.4,DC:EB:69:8E:32:63,WPA+AES-CCM WPA+PSK,,
None,DC:EB:69:8E:32:66,WPA+AES-CCM WPA+PSK,,
Eason316,DC:EB:69:DB:08:06,WPA+AES-CCM WPA+PSK,32.491851,-92.166611
xfinitywifi,DC:EB:69:DB:08:08,None,32.491795,-92.167203
None,DC:EB:69:DB:08:0B,WPA+AES-CCM,32.491828,-92.167513
Home-117,DC:EB:69:DC:BC:28,WPA+AES-CCM WPA+PSK,32.492303,-92.166830
None,DC:EB:69:DC:BC:29,WPA+AES-CCM WPA+PSK,32.492758,-92.166604
None,DC:EB:69:DC:BC:2B,WPA+AES-CCM WPA+PSK,32.492585,-92.166864
None,DC:EB:69:DC:BC:2D,WPA+AES-CCM,32.492726,-92.166681
Harrison 2.4GHz ,DC:EF:09:97:14:C4,WPA+AES-CCM WPA+PSK,,
Home-2.4,DC:FE:07:6F:8C:C0,WPA+AES-CCM WPA+PSK,32.488475,-92.166173
None,DE:2E:48:99:08:A3,WPA+AES-CCM WPA+PSK WPA+TKIP,32.499031,-92.129175
None,DE:2E:48:E8:CC:90,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492524,-92.127009
None,DE:34:26:19:4E:04,WPA+AES-CCM WPA+TKIP,32.489342,-92.143677
None,DE:34:26:1A:E8:E0,WPA+AES-CCM WPA+TKIP,32.488195,-92.142044
None,DE:34:26:1C:0A:86,WPA+AES-CCM WPA+TKIP,32.492269,-92.164873
None,DE:34:26:27:E5:2C,WPA+AES-CCM WPA+TKIP,32.488608,-92.167892
None,DE:34:26:2C:CD:62,WPA+AES-CCM WPA+TKIP,32.488445,-92.163463
None,DE:34:26:2E:84:FE,WPA+AES-CCM WPA+TKIP,32.493423,-92.129997
None,DE:34:26:2E:AB:F0,WPA+AES-CCM WPA+TKIP,32.493105,-92.164602
None,DE:34:26:30:1A:BC,WPA+AES-CCM WPA+TKIP,32.492527,-92.163357
None,DE:34:26:37:5E:A8,WPA+AES-CCM WPA+TKIP,32.492172,-92.163503
None,DE:34:26:6A:3B:0C,WPA+AES-CCM WPA+TKIP,32.488218,-92.161205
None,DE:34:26:72:3B:36,WPA+AES-CCM WPA+TKIP,32.492270,-92.163381
None,DE:34:26:7E:08:76,WPA+AES-CCM WPA+TKIP,32.487342,-92.157220
None,DE:34:26:87:E9:AE,WPA+AES-CCM WPA+TKIP,32.488415,-92.161499
xfinitywifi,DE:5D:DF:2D:62:38,None,32.492799,-92.167647
xfinitywifi,DE:5D:DF:82:E0:58,None,32.489313,-92.168067
xfinitywifi,DE:5D:DF:91:B8:68,None,32.488289,-92.160992
xfinitywifi,DE:5D:DF:9B:58:C8,None,32.488462,-92.164879
xfinitywifi,DE:5D:DF:9B:71:E8,None,32.493702,-92.177071
None,DE:61:A3:8D:02:EA,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488430,-92.162447
None,DE:64:4B:14:A4:CD,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492973,-92.167671
None,DE:64:4B:14:C4:49,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488483,-92.166885
None,DE:64:4B:33:13:25,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491853,-92.125272
None,DE:64:4B:36:E7:9B,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491773,-92.167256
NETGEAR07-arlo_246892,DE:EF:09:97:14:C6,WPA+AES-CCM WPA+PSK,,
graphpack,E0:0E:DA:07:DC:50,WEP,32.486820,-92.150520
graphpack,E0:0E:DA:07:DE:50,WEP,32.487209,-92.145988
ATT2RnW8Re,E0:22:02:3D:E6:0D,WPA+AES-CCM WPA+PSK,,
ATT7xMp9WE,E0:22:03:65:D4:89,WPA+AES-CCM WPA+PSK,,
ATT5Wnr4uV,E0:22:03:92:97:C9,WPA+AES-CCM WPA+PSK,,
ATT7VMK9nf,E0:22:03:F1:E1:71,WPA+AES-CCM WPA+PSK,32.493105,-92.129767
ATT8lA6ugS,E0:22:04:1F:4C:75,WPA+AES-CCM WPA+PSK,32.488559,-92.167995
ATT7srt2lZ,E0:22:04:48:A2:F5,WPA+AES-CCM WPA+PSK,32.498937,-92.128786
ATT5nGw55D,E0:22:04:49:00:B5,WPA+AES-CCM WPA+PSK,32.489536,-92.136207
T8Y5D7I6,E0:46:9A:3F:CF:BD,WPA+AES-CCM WPA+PSK,32.488438,-92.162928
Jazzie109,E0:88:5D:2E:1F:3F,WPA+AES-CCM WPA+PSK WPA+TKIP,32.497221,-92.126570
HOME-20F7,E0:88:5D:2E:20:F7,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492938,-92.165888
HOME-6927,E0:88:5D:2E:69:27,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492187,-92.126465
HOME-930E,E0:88:5D:84:93:0E,WPA+AES-CCM WPA+PSK WPA+TKIP,32.487133,-92.156273
Kayden12,E0:88:5D:CB:DF:2C,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492876,-92.130323
scrider,E0:91:F5:C2:74:69,WPA+AES-CCM WPA+PSK WPA+TKIP,,
ATT9K2D6Q6,E0:B7:0A:C0:1A:10,WPA+AES-CCM WPA+PSK,32.492829,-92.127404
None,E2:55:7D:1A:92:45,WPA+AES-CCM WPA+PSK,32.496399,-92.125908
None,E2:55:7D:1A:92:4F,WEP,32.496399,-92.125908
None,E2:5D:DF:2D:62:38,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492787,-92.167579
None,E2:5D:DF:64:1B:08,WPA+AES-CCM WPA+PSK WPA+TKIP,32.495206,-92.179238
None,E2:5D:DF:82:E0:58,WPA+AES-CCM WPA+PSK WPA+TKIP,32.489460,-92.168059
None,E2:5D:DF:86:62:38,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492031,-92.124863
None,E2:5D:DF:90:5D:18,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488514,-92.144249
None,E2:5D:DF:91:B8:68,WPA+AES-CCM WPA+PSK WPA+TKIP,32.487992,-92.161156
None,E2:5D:DF:9B:58:C8,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488513,-92.165238
None,E2:5D:DF:9B:71:E8,WPA+AES-CCM WPA+PSK WPA+TKIP,32.493384,-92.176699
None,E2:5D:DF:DE:7E:20,WPA+AES-CCM WPA+PSK WPA+TKIP,32.485066,-92.160467
xfinitywifi,E2:88:5D:2E:1F:31,None,32.497563,-92.126832
xfinitywifi,E2:88:5D:2E:20:F9,None,32.492866,-92.165926
None,E2:88:5D:2E:69:29,None,32.492187,-92.126465
xfinitywifi,E2:88:5D:84:93:00,None,32.487132,-92.155855
None,E2:88:5D:84:C4:68,None,32.497723,-92.126953
None,E2:88:5D:CB:DF:2D,WPA+AES-CCM WPA+PSK,32.492870,-92.130416
xfinitywifi,E2:88:5D:CB:DF:2E,None,32.492951,-92.130459
None,E2:89:2C:33:3B:20,WPA+AES-CCM WPA+PSK,32.491988,-92.163503
None,E2:89:2C:33:AC:B0,WPA+AES-CCM WPA+PSK,32.487109,-92.158305
None,E2:89:2C:76:32:D0,WPA+AES-CCM WPA+PSK,32.491331,-92.133370
xfinitywifi,E2:97:BA:59:B5:90,None,32.488441,-92.163168
None,E2:A0:0D:12:F8:94,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488124,-92.160616
None,E2:A0:0D:17:8D:DA,WPA+AES-CCM WPA+PSK WPA+TKIP,32.493362,-92.123268
None,E2:A0:0D:1B:70:69,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492417,-92.127164
None,E2:A0:0D:B3:9D:EA,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488519,-92.168096
dlink-0A94,E4:6F:13:5D:0A:94,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491278,-92.133454
NETGEAR70,E4:F4:C6:10:C3:21,WPA+AES-CCM WPA+PSK,32.492894,-92.164473
xfinitywifi,E6:3E:FC:6E:85:50,None,32.491920,-92.172943
xfinitywifi,E6:3E:FC:C5:51:A0,None,32.491913,-92.164224
None,E6:97:BA:59:B5:90,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488435,-92.162715
xfinitywifi,E6:AB:82:64:1F:EF,None,32.499017,-92.128621
xfinitywifi,E6:AB:82:65:A6:D2,None,32.491661,-92.132848
xfinitywifi,E6:AB:82:AF:03:98,None,32.491831,-92.132577
xfinitywifi,E6:AB:82:B5:F5:6D,None,32.485408,-92.158929
xfinitywifi,E6:AB:82:C2:CE:B9,None,32.488470,-92.165666
xfinitywifi,E6:AB:82:C2:D2:66,None,32.487013,-92.153000
TCL LX_8013,E6:E1:30:98:7E:C5,WPA+AES-CCM WPA+PSK,32.487118,-92.157318
xfinitywifi,E6:FE:07:6F:8C:C0,None,32.488475,-92.166106
ATT800,E8:33:81:45:6C:B0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.500557,-92.130661
ATT136,E8:33:81:76:AF:60,WPA+AES-CCM WPA+PSK WPA+TKIP,32.498382,-92.127514
ATT600,E8:33:81:85:6E:A0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492404,-92.128441
HOME-6FF2,E8:3E:FC:A0:6F:F0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488521,-92.168045
HOME-51A2,E8:3E:FC:C5:51:A0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491911,-92.164145
PS4-A4B6AC0D7D0D,E8:61:7E:A0:D6:B5,WPA+AES-CCM WPA+PSK,,
HOME-3B22,E8:89:2C:33:3B:20,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492087,-92.163496
HOME-ACB2,E8:89:2C:33:AC:B0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.487190,-92.158958
HOME-E3F2,E8:89:2C:71:E3:F0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488445,-92.163246
HOME-32D2,E8:89:2C:76:32:D0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491244,-92.133506
Collins Home,E8:89:2C:CD:F7:90,WPA+AES-CCM WPA+PSK WPA+TKIP,32.492466,-92.175606
MOTO8366,E8:91:20:F6:79:56,WPA+AES-CCM WPA+PSK,,
WMUTE.TessAshNet-v2014,E8:94:F6:90:DD:B0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.499184,-92.129564
NETGEAR14,E8:FC:AF:A0:AE:DE,WPA+AES-CCM WPA+PSK,32.493008,-92.163368
N3tw0rkTw0,E8:FC:AF:F5:41:22,WPA+AES-CCM WPA+PSK,32.493145,-92.123100
None,EA:5D:DF:2D:62:38,WPA+AES-CCM WPA+TKIP,32.492882,-92.167594
None,EA:5D:DF:64:1B:08,WPA+AES-CCM WPA+TKIP,32.495194,-92.179226
None,EA:5D:DF:82:E0:58,WPA+AES-CCM WPA+TKIP,32.489289,-92.168052
None,EA:5D:DF:86:62:38,WPA+AES-CCM WPA+TKIP,32.492174,-92.124640
None,EA:5D:DF:90:5D:18,WPA+AES-CCM WPA+TKIP,32.488609,-92.144180
None,EA:5D:DF:91:B8:68,WPA+AES-CCM WPA+TKIP,32.488530,-92.161410
None,EA:5D:DF:9B:58:C8,WPA+AES-CCM WPA+TKIP,32.488463,-92.165043
None,EA:5D:DF:9B:71:E8,WPA+AES-CCM WPA+TKIP,32.493448,-92.176773
None,EA:5D:DF:DE:7E:20,WPA+AES-CCM WPA+TKIP,32.485088,-92.160432
None,EA:9F:EC:04:FE:C2,WPA+AES-CCM WPA+TKIP,32.493415,-92.130048
None,EA:9F:EC:0B:90:EB,WPA+AES-CCM WPA+TKIP,32.499594,-92.129906
None,EA:9F:EC:1E:1C:0F,WPA+AES-CCM WPA+TKIP,32.485764,-92.159855
None,EA:9F:EC:2E:1E:A4,WPA+AES-CCM WPA+TKIP,32.484993,-92.159241
None,EA:9F:EC:5F:50:AB,WPA+AES-CCM WPA+TKIP,32.487460,-92.141319
None,EA:9F:EC:5F:83:AB,WPA+AES-CCM WPA+TKIP,32.488445,-92.163572
None,EA:FE:07:6F:8C:C0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488481,-92.166685
belkin.566,EC:1A:59:BC:75:66,WPA+AES-CCM WPA+PSK,32.489193,-92.168091
DIRECT-F8-HP OfficeJet 4650,EC:8E:B5:62:2F:F9,WPA+AES-CCM WPA+PSK,32.498310,-92.127419
McDonald,EC:AA:A0:00:0E:A8,WPA+AES-CCM WPA+PSK,32.491898,-92.165052
MacArthur,EC:AA:A0:65:ED:08,WPA+AES-CCM WPA+PSK,32.494414,-92.126525
HICKS2018,EC:AA:A0:7D:5B:B8,WPA+AES-CCM WPA+PSK,32.498366,-92.127460
Lollieboy,EC:AA:A0:89:8D:28,WPA+AES-CCM WPA+PSK,32.490158,-92.135231
robertshouse,EC:AA:A0:8B:AC:48,WPA+AES-CCM WPA+PSK WPA+TKIP,32.491928,-92.163353
HOME-4FBA-2.4,EC:AA:A0:98:1E:68,WPA+AES-CCM WPA+PSK WPA+TKIP,,
nydea_2.4GHz,EC:AA:A0:99:1B:38,WPA+AES-CCM WPA+PSK,32.487052,-92.154845
jean,EC:AA:A0:9F:96:28,WPA+AES-CCM WPA+PSK WPA+TKIP,32.493458,-92.123388
Ladybugg,EC:AA:A0:CA:FA:80,WPA+AES-CCM WPA+PSK,32.488412,-92.161361
WPA/WPA2,EE:1A:59:BC:75:67,WPA+AES-CCM WPA+PSK,32.489563,-92.168060
Christina\342\200\231s iPhone,EE:2D:B7:A8:9D:2E,WPA+AES-CCM WPA+PSK,32.485860,-92.158875
None,EE:34:26:2E:AB:F0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.493103,-92.165008
None,EE:97:BA:59:B5:90,WPA+AES-CCM WPA+TKIP,32.488437,-92.162852
RHTC-Guest,F0:9F:C2:D7:72:BD,WPA+AES-CCM WPA+PSK,32.485004,-92.159596
RHTC-Guest,F0:9F:C2:D7:73:C7,WPA+AES-CCM WPA+PSK,32.485570,-92.159017
None,F0:9F:C2:F4:62:66,WPA+AES-CCM WPA+PSK,32.496487,-92.125992
Lyles1,F0:AB:54:1D:D0:AC,WPA+AES-CCM WPA+PSK WPA+TKIP,32.496033,-92.125580
mydormax1,F0:AB:54:B6:F0:86,WPA+AES-CCM WPA+PSK WPA+TKIP,32.486972,-92.152647
None,F2:93:5B:BC:97:81,WPA+AES-CCM WPA+TKIP,32.499725,-92.130007
None,F2:93:5B:C6:82:31,WPA+AES-CCM WPA+TKIP,32.488429,-92.162398
RHTC,F2:9F:C2:D7:72:BD,WPA+AES-CCM WPA+PSK,32.485017,-92.159352
RHTC,F2:9F:C2:D7:73:C7,WPA+AES-CCM WPA+PSK,32.485356,-92.159057
None,F2:9F:C2:F4:62:66,WPA+AES-CCM WPA+PSK,32.494098,-92.129222
None,F2:AA:A0:89:8D:28,WPA+AES-CCM WPA+PSK WPA+TKIP,32.490158,-92.135231
None,F2:DA:F9:22:1E:61,WPA+AES-CCM WPA+TKIP,32.495209,-92.124825
None,F2:FE:07:6F:8C:C0,WPA+AES-CCM WPA+TKIP,32.488475,-92.166098
Mindy,F4:0E:83:D5:26:B0,WPA+AES-CCM WPA+PSK,32.499625,-92.129926
Hughes,F4:0E:83:F1:C6:6A,WPA+AES-CCM WPA+PSK,,
Simpson,F4:0E:83:F1:DB:29,WPA+AES-CCM WPA+PSK,32.488446,-92.163347
Kirby,F4:0E:83:F2:77:D3,WPA+AES-CCM WPA+PSK,32.488232,-92.160477
DIRECT-DD-HP OfficeJet 4650,F4:30:B9:4E:C6:DE,WPA+AES-CCM WPA+PSK,32.491928,-92.164043
DIRECT-67-HP OfficeJet 3830,F4:30:B9:ED:1C:68,WPA+AES-CCM WPA+PSK,32.488233,-92.142084
DIRECT-05-HP OfficeJet 3830,F4:39:09:A8:8C:06,WPA+AES-CCM WPA+PSK,32.486706,-92.149002
DIRECT-16-HP DeskJet 2600 series,F4:39:09:AE:66:17,WPA+AES-CCM WPA+PSK,32.492222,-92.163315
Mobile Hotspot 831B,F4:63:49:3A:83:1B,WPA+AES-CCM WPA+PSK,32.488490,-92.142337
GPI,F4:DB:E6:8F:6D:80,WPA+AES-CCM WPA+PSK,32.486820,-92.149900
GPI_Guest,F4:DB:E6:8F:6D:81,WPA+AES-CCM WPA+PSK,32.486820,-92.149900
GPI-Secure,F4:DB:E6:8F:6D:82,WPA+AES-CCM,32.486820,-92.149900
GPI-Equipment,F4:DB:E6:8F:6D:83,WPA+AES-CCM WPA+PSK,32.486820,-92.149900
Calvary_AV,F4:F2:6D:B3:46:C8,WPA+AES-CCM WPA+PSK,32.492592,-92.128033
None,F6:0E:83:D5:26:B0,WPA+AES-CCM WPA+PSK WPA+TKIP,32.499640,-92.129938
None,F6:0E:83:F2:77:D3,WPA+AES-CCM WPA+PSK WPA+TKIP,32.488232,-92.160477
xfinitywifi,F6:AA:A0:65:ED:08,None,32.493212,-92.126517
xfinitywifi,F6:AA:A0:7D:5B:B8,None,32.498447,-92.127678
xfinitywifi,F6:AA:A0:89:8D:28,None,32.490158,-92.135231
xfinitywifi,F6:AA:A0:8B:AC:48,None,32.491928,-92.163353
xfinitywifi,F6:AA:A0:98:1E:68,None,,
xfinitywifi,F6:AA:A0:99:1B:38,None,32.487133,-92.156273
xfinitywifi,F6:AA:A0:9F:96:28,None,32.493333,-92.123291
xfinitywifi,F6:AA:A0:CA:FA:80,None,32.488419,-92.161987
None,F6:AB:82:64:1F:EF,WPA+AES-CCM WPA+PSK WPA+TKIP,32.498905,-92.128838
